,2018,2019,2020,2021,2022
revenue,158739623,206852944,314548928,615402882,287138761
net_income,44024735,56151268,516401202,-1340794,-161109996
cash_and_equiv,423663906,287614509,218681927,225152516,54937847
long_term_debt,364390665,585223159,714769587,759829415,459884454
long_term_assets,370381581,459050723,497606599,523989217,224135642
depreication,1045775,1503482,1462703,1336184,977212
