,2019,2021,2022,2023
revenue,959408000.0,1122036000.0,1384391000.0,1529898000.0
net_income,-37409000.0,-64301000.0,-24506000.0,-15622000.0
eps_diluted,-0.3,-0.52,-0.18,-0.1
cash_and_equiv,35373000.0,37460000.0,38562000.0,35371000.0
depreication,63767000.0,80398000.0,101608000.0,110261000.0
long_term_assets,0.0,2896902000.0,2988357000.0,2970263000.0
