,2017,2018,2019,2020,2021,2022
revenue,568212000.0,680096000.0,783238000.0,785679000.0,910739000.0,1301674000.0
net_income,26040000.0,50791000.0,43121000.0,40297000.0,20177000.0,21376000.0
eps_diluted,0.63,1.11,0.84,0.78,0.39,0.41
cash_and_equiv,27547000.0,99137000.0,80619000.0,148316000.0,57251000.0,35531000.0
long_term_debt,172046000.0,197805000.0,178436000.0,228679000.0,375463000.0,603113000.0
long_term_assets,153420000.0,228855000.0,251803000.0,296553000.0,506594000.0,678332000.0
depreication,21072000.0,25321000.0,31231000.0,39301000.0,49806000.0,65730000.0
