,2020,2021,2022
revenue,92839000.0,127950000,164036000.0
net_income,19411000.0,3027000,2484000.0
eps_diluted,0.1,0,0.02
cash_and_equiv,165231000.0,364618000,296601000.0
long_term_assets,11357000.0,31572000,65456000.0
depreication,603000.0,1242000,2492000.0
