,2020,2021,2022
revenue,13374000.0,9599000.0,12944000.0
net_income,-54608000.0,-77311000.0,-43561000.0
eps_diluted,-7.55,-2.43,-1.34
cash_and_equiv,202229000.0,107143000.0,42066000.0
long_term_debt,66825000.0,53299000.0,43015000.0
long_term_assets,20840000.0,17975000.0,12867000.0
depreication,854000.0,1118000.0,1264000.0
