,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-13000.0,-29000.0,-13000.0,-25000.0,-30000.0,-293000.0,-2346068.0,-21469214.0,4630159.0,6930693.0,-16688000.0,-4216000.0,3274000.0,20831000.0,-12825000.0,31348000.0,13534000.0
cash_and_equiv,0.0,0.0,0.0,7000.0,1000.0,1736744.0,1043730.0,11681086.0,7905004.0,868000.0,918000.0,1548000.0,1592000.0,12344000.0,24385000.0,23614000.0,55121000.0
long_term_debt,0.0,0.0,0.0,0.0,84000.0,805000.0,15786307.0,10487448.0,14641058.0,23786850.0,30344000.0,30990000.0,28650000.0,76393000.0,88255000.0,67014000.0,119921000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,28750000.0,17818793.0,18535468.0,24814910.0,44092394.0,42798000.0,43252000.0,44438000.0,179444000.0,181193000.0,186908000.0,212488000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,60120722.0,43904913.0,49322908.0,60531766.0,72414000.0,79660000.0,85601000.0,120681000.0,141943000.0,277178000.0,316638000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,7363294.0,1456736.0,1438728.0,2191450.0,2647000.0,3051000.0,2824000.0,5404000.0,10114000.0,10790000.0,12134000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.12,0.7,-0.44,0.93,0.4
