,2015,2016,2017,2018,2019,2020,2021,2022
revenue,1264000.0,7556000.0,23772000.0,43492000.0,792588000.0,900719000.0,898202000.0,919985000.0
net_income,781000.0,4276000.0,5907000.0,17669000.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,7100000.0,14151000.0,16844000.0,3134333000.0,3185631000.0,3236919000.0,3463359000.0
long_term_assets,0.0,7543000.0,23772000.0,44796000.0,6174320000.0,5516981000.0,5460197000.0,5702327000.0
eps_diluted,0.0,0.0,0.0,0.33,-0.29,0.16,0.69,0.68
cash_and_equiv,0.0,0.0,0.0,2822000.0,1235000.0,640000.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,95526000.0,108790000.0,0.0,0.0
