,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,137000000.0,355000000.0,92000000.0,622000000.0,538000000.0,248000000.0,209000000.0,30000000.0,5000000.0,292000000.0,9000000.0,10000000.0,16000000.0,16000000.0,139000000.0,8000000.0,10000000.0
revenue,0.0,7562000000.0,7869000000.0,1684000000.0,1706000000.0,1296000000.0,1258000000.0,1322000000.0,1370000000.0,1308000000.0,1356000000.0,1399000000.0,1419000000.0,5910000000.0,5794000000.0,6394000000.0,7957000000.0
net_income,0.0,618000000.0,605000000.0,79000000.0,52000000.0,25000000.0,-1156000000.0,37000000.0,48000000.0,29000000.0,32000000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,9631000000.0,8822000000.0,2313000000.0,10239000000.0,8853000000.0,8509000000.0,8500000000.0,9424000000.0,10000000000.0,10935000000.0,11196000000.0,11947000000.0,13370000000.0,16008000000.0,17513000000.0
long_term_assets,0.0,0.0,20063000000.0,20860000000.0,20621000000.0,17986000000.0,18634000000.0,19070000000.0,20595000000.0,21723000000.0,23106000000.0,24333000000.0,25682000000.0,27502000000.0,30377000000.0,33767000000.0,35236000000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,2.15,-4.76,0.15,0.2,0.12,0.13,-0.24,0.28,0.38,3.5,3.84,4.14
