,2019,2020,2021,2022
revenue,2319000.0,3962000.0,10178000.0,39843000.0
net_income,-61879000.0,-87006000.0,-186479000.0,-239476000.0
eps_diluted,-2.87,-3.99,-1.49,-1.36
depreication,2489000.0,3943000.0,8405000.0,11756000.0
cash_and_equiv,0.0,262126000.0,285116000.0,549912000.0
long_term_assets,0.0,32148000.0,75627000.0,131474000.0
