,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,5872000.0,5691000.0,5918000.0,6456000.0,4294000.0,4873000.0,6458000.0,7326000.0,6078000.0,4943000.0
net_income,0.0,3152000.0,3086000.0,2401000.0,2546000.0,3598000.0,2104000.0,10822000.0,3566000.0,4757000.0
eps_diluted,0.0,0.62,0.61,0.48,0.51,0.72,0.42,2.18,0.72,0.96
long_term_assets,0.0,971000.0,1077000.0,1025000.0,3138000.0,3037000.0,3325000.0,3618000.0,3542000.0,3586000.0
depreication,0.0,149000.0,182000.0,49000.0,73000.0,354000.0,373000.0,401000.0,435000.0,445000.0
revenue,0.0,0.0,0.0,10904000.0,11931000.0,14126000.0,14809000.0,5178000.0,5482000.0,4785000.0
