,2010,2011,2012,2013,2014,2015,2021,2022
revenue,2009563.0,1799352.0,1309251.0,1067229.0,1943729.0,5461238.0,0.0,76276.0
net_income,-1008884.0,-2028596.0,-7730025.0,-2653431.0,-7939101.0,-2307396.0,8268947.0,400432.0
long_term_assets,47203.0,31260.0,28326.0,23176.0,27320.0,39832.0,119073.0,167163.0
depreication,41933.0,21765.0,12000.0,3000.0,12078.0,8406.0,2704.0,15531.0
cash_and_equiv,0.0,0.0,0.0,0.0,27679.0,99056.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
