,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,765000.0,2170000.0,5978000.0,4580000.0,3408000.0,1609000.0,5111000.0,24908000.0,0.0
revenue,0.0,9052000.0,11113000.0,10031000.0,10833000.0,8816000.0,9470000.0,19569000.0,26545000.0
net_income,0.0,1587000.0,983000.0,-611000.0,-1563000.0,-3344000.0,-559000.0,8248000.0,9714000.0
eps_diluted,0.0,0.18,0.11,-0.06,0.0,0.0,-0.05,0.59,0.65
long_term_assets,0.0,4394000.0,4470000.0,5497000.0,5916000.0,5782000.0,5251000.0,9864000.0,34734000.0
depreication,0.0,624000.0,605000.0,643000.0,1033000.0,1427000.0,1568000.0,1261000.0,1966000.0
