,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1624000000.0,905000000.0,1144000000.0,1892000000.0,2073000000.0,3994000000.0,1302000000.0,1802000000.0,1881000000.0,1050000000.0,1033000000.0,1018000000.0,589000000.0,511000000.0,0.0,0.0,0.0
net_income,0.0,1168000000.0,-1282000000.0,-101000000.0,330000000.0,281000000.0,235000000.0,436000000.0,134000000.0,178000000.0,218000000.0,1460000000.0,316000000.0,165000000.0,153000000.0,107000000.0,-318000000.0
eps_diluted,0.0,2.7,-3.05,-0.24,0.76,0.65,0.53,0.98,0.32,0.43,0.53,3.5,0.78,0.42,0.39,0.28,-0.9
long_term_assets,0.0,0.0,19553000000.0,17997000000.0,17381000000.0,16562000000.0,23248000000.0,22503000000.0,20725000000.0,24106000000.0,26423000000.0,25626000000.0,26580000000.0,26832000000.0,20482000000.0,18147000000.0,17170000000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406000000.0,1167000000.0,1124000000.0,1343000000.0,1328000000.0,1072000000.0,1091000000.0,1097000000.0,1040000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23306000000.0,18317000000.0,17565000000.0,19363000000.0,21161000000.0
