,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,14197.0,185717.0,2272256.0,5185321.0,6316921.0,5101174.0,3112196.0
revenue,0.0,27538333.0,37027382.0,58308019.0,51895388.0,61982104.0,72421345.0
net_income,0.0,96620.0,-1136278.0,-900337.0,-6544.0,2332773.0,-2229055.0
eps_diluted,0.0,0.01,-0.09,-0.06,0.0,0.12,-0.11
long_term_debt,0.0,9949480.0,9219458.0,12989889.0,13476411.0,13360283.0,14457358.0
long_term_assets,0.0,6864009.0,15754152.0,15102235.0,15050247.0,14005187.0,10524074.0
depreication,0.0,836274.0,1350329.0,0.0,0.0,0.0,0.0
