,2018,2019,2020,2021,2022,2023
net_income,-2177.0,-7209680.0,-19535000.0,-245643000.0,-74172000.0,-33431000.0
long_term_debt,191515.0,276368.0,157051000.0,101943000.0,103146000.0,96767000.0
long_term_assets,172277.0,316959875.0,101678000.0,127088000.0,145561000.0,148936000.0
revenue,0.0,0.0,21135000.0,34085000.0,65350000.0,19327000.0
eps_diluted,0.0,0.0,-0.6,-3.39,-0.63,-0.24
cash_and_equiv,0.0,0.0,5098000.0,165586000.0,34181000.0,41100000.0
depreication,0.0,0.0,9803000.0,14306000.0,35661000.0,11776000.0
