,2018,2019,2020,2021,2022,2023
revenue,79630000.0,117823000.0,166351000.0,213556000.0,281396000.0,370793000.0
net_income,-38149000.0,-40741000.0,-50339000.0,-68903000.0,-107455000.0,-128423000.0
cash_and_equiv,43999000.0,127875000.0,124024000.0,339166000.0,349785000.0,274019000.0
depreication,1346000.0,1692000.0,2337000.0,5270000.0,8356000.0,17429000.0
long_term_assets,0.0,24397000.0,30407000.0,157129000.0,161364000.0,217537000.0
eps_diluted,0.0,0.0,-0.77,-0.87,-1.27,-1.45
