,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,8634000.0,10037000.0,49720000.0,51722000.0,26178000.0,33531000.0,67727000.0,90943000.0,138509000.0,122927000.0,240551000.0
net_income,0.0,-1394000.0,-3607000.0,-24850000.0,-6014000.0,-4738000.0,-10113000.0,-15409000.0,-67475000.0,-98776000.0,-19816000.0
long_term_assets,0.0,25000.0,65000.0,1881000.0,1148000.0,6302000.0,1294000.0,4708000.0,4195000.0,5162000.0,7140000.0
depreication,0.0,10000.0,5000.0,11000.0,23000.0,126000.0,100000.0,200000.0,300000.0,300000.0,300000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718000.0,8987000.0,25478000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-2.69,-0.51
