,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,891826.0,0.0,756044.0,726898.0,1430937.0,1410000.0,650000,760000.0,742000.0
net_income,0.0,846669.0,1139091.0,2520199.0,2056338.0,-191000.0,8000,-5710000.0,-6963000.0
eps_diluted,0.0,0.13,0.12,0.25,0.21,-0.02,0,-0.58,-0.67
long_term_assets,0.0,0.0,51257112.0,59289211.0,73232753.0,71266000.0,59110000,65040000.0,58688000.0
depreication,0.0,0.0,3524669.0,3903429.0,6320000.0,6630000.0,6863000,7085000.0,5599000.0
revenue,0.0,0.0,0.0,0.0,175288000.0,174910000.0,152489000,120214000.0,125669000.0
