,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,18744000.0,9709000.0,30198000.0,73849000.0,73662000.0,73488000.0,41799000.0,50805000.0,11033000.0,16793000.0,22245000.0,10329000.0
net_income,0.0,-14455000.0,-6374000.0,-9076000.0,-12032000.0,-14549000.0,-18193000.0,-15149000.0,-14041000.0,-46798000.0,-49241000.0,-62003000.0
depreication,0.0,571000.0,584000.0,691000.0,1465000.0,2280000.0,2940000.0,2449000.0,2197000.0,1710000.0,1270000.0,1047000.0
long_term_assets,0.0,0.0,1492000.0,3813000.0,11273000.0,14130000.0,10543000.0,7701000.0,9591000.0,25494000.0,16145000.0,14968000.0
revenue,0.0,0.0,0.0,0.0,0.0,4080000.0,1661000.0,1792000.0,3069000.0,18130000.0,28058000.0,22305000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.5,-12.22
