,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,64254127.0,71090266.0,98729639.0,317811056.0,260295909.0,274337674.0,150967996.0,147263466.0,159012092.0,284489282.0,250313799.0,123378034.0
net_income,0.0,-44759336.0,42524962.0,66520894.0,35330089.0,-9788839.0,-160901216.0,-13480527.0,11521996.0,19302238.0,-150933535.0,-89668194.0
eps_diluted,0.0,-0.37,0.35,0.5,0.26,-0.07,-1.19,-0.1,0.08,1.4,-11.05,-6.54
depreication,0.0,39789976.0,38342931.0,26118778.0,29279835.0,15006676.0,16544668.0,15705383.0,15158240.0,14338529.0,13369416.0,12582314.0
long_term_assets,0.0,0.0,180150343.0,157499110.0,172828178.0,169480481.0,154111346.0,136176035.0,141279440.0,119253483.0,116372638.0,72608156.0
revenue,0.0,0.0,0.0,0.0,0.0,559511110.0,362532033.0,462030656.0,692604955.0,719525983.0,534116970.0,343182184.0
