,2020,2021,2022
revenue,31812000.0,37864000.0,50378000.0
net_income,-3260000.0,-23384000.0,-27387000.0
eps_diluted,-0.19,-1.06,-0.84
cash_and_equiv,11744000.0,85825000.0,37423000.0
long_term_assets,13784000.0,13796000.0,34404000.0
depreication,935000.0,1492000.0,2099000.0
