,2019,2020,2021,2022
revenue,1075882000.0,223230000.0,867540000.0,3952314000.0
net_income,-51952000.0,-1319000.0,12806000.0,-148613000.0
eps_diluted,-0.9,-0.02,0.05,-0.61
cash_and_equiv,22856000.0,43938000.0,169817000.0,97241000.0
depreication,377000.0,434000.0,523000.0,1022000.0
long_term_assets,0.0,8583000.0,10105000.0,10890000.0
