,2020,2021,2022
revenue,23351000.0,33197000.0,41656000.0
net_income,-46665000.0,-48499000.0,-57050000.0
cash_and_equiv,51722000.0,84641000.0,17665000.0
long_term_debt,40801000.0,44652000.0,56716000.0
long_term_assets,17246000.0,16640000.0,16179000.0
eps_diluted,0.0,-8.52,-1.27
