,2018,2019,2020,2021,2022,2023
revenue,398047000.0,430966000.0,545803000.0,703509000.0,929445000.0,1158530000.0
net_income,9222000.0,-116194000.0,-413817000.0,75714000.0,15026000.0,107959000.0
depreication,8800000.0,7300000.0,7900000.0,9000000.0,10600000.0,12500000.0
cash_and_equiv,0.0,51314000.0,213170000.0,324962000.0,462967000.0,555348000.0
long_term_debt,0.0,1962694000.0,1000168000.0,1039824000.0,1139517000.0,1037043000.0
long_term_assets,0.0,1598148000.0,1559100000.0,1575936000.0,1592888000.0,1647163000.0
eps_diluted,0.0,0.0,-1.56,0.26,0.18,0.37
