,2020,2021,2022
net_income,-6093.0,-138982000.0,-163980000.0
long_term_debt,178883.0,219094000.0,372558000.0
revenue,0.0,40906000.0,94237000.0
eps_diluted,0.0,-1.81,-1.4
cash_and_equiv,0.0,27325000.0,93561000.0
long_term_assets,0.0,36169000.0,43733000.0
depreication,0.0,3053000.0,4008000.0
