,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-19415948.0,-10817341.0,-2775356.0,-9690000.0,-9457000.0,-13122000.0,-28956000.0,-37891000.0,-60039000.0,-61946000.0,-104476000.0,-269108000.0,-233659000.0
cash_and_equiv,3414896.0,1571000.0,6512000.0,56537000.0,85038000.0,77336000.0,38165000.0,34468000.0,36973000.0,166130000.0,304962000.0,208892000.0,124775000.0
long_term_debt,0.0,0.0,24702144.0,4203000.0,9790000.0,8313000.0,16611000.0,33144000.0,64333000.0,66080000.0,94069000.0,73352000.0,92308000.0
long_term_assets,0.0,0.0,174035.0,17674000.0,36577000.0,81178000.0,31636000.0,73911000.0,819000.0,2733000.0,7362000.0,52618000.0,1256000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982000.0,9638000.0,78447000.0,75475000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.26,-3.89,-9.31,-3.52
