,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,2823974.0,3654373.0,8597830.0,27182158.0,26130411.0,21124842.0,25176120.0,17801614.0
net_income,0.0,10692389.0,10410117.0,5112269.0,6475442.0,4149713.0,7919600.0,2419623.0
long_term_assets,0.0,3638630.0,6417995.0,3900205.0,8500861.0,8594236.0,15438046.0,26435107.0
depreication,0.0,1322946.0,1216973.0,1255820.0,1516526.0,1618533.0,2149419.0,2430692.0
revenue,0.0,0.0,69295698.0,84983661.0,93024236.0,90213361.0,143354902.0,138063309.0
eps_diluted,0.0,0.0,1.07,0.45,0.57,0.37,0.67,0.19
