,2019,2020,2021,2022
revenue,97349000.0,120440000,165016000,168811000
net_income,-15572000.0,-58763000,-59351000,-68495000
cash_and_equiv,26538000.0,27711000,143949000,44625000
depreication,4490000.0,7677000,2412000,2707000
long_term_debt,0.0,130154000,137086000,144837000
long_term_assets,0.0,37492000,47646000,73137000
