,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
long_term_assets,0.0,18726.0,132785.0,5211727.0,5190808.0,5221152.0,6222883.0,6010954.0,6100711.0,3748379.0
net_income,0.0,-5280842.0,-14347877.0,-16998638.0,-7511092.0,-9449295.0,-7037338.0,-20353938.0,-32722168.0,-42200049.0
depreication,0.0,1321.0,16355.0,21525.0,10969.0,18787.0,26737.0,34515.0,86073.0,77461.0
eps_diluted,0.0,0.0,0.0,-0.19,-0.78,-1.39,0.0,-2.1,-0.47,-0.59
cash_and_equiv,0.0,0.0,0.0,7403940.0,5954017.0,2832429.0,13922972.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
