,2020,2021,2022,2023
net_income,-9188357.0,-48013000.0,-144851000.0,-7387000.0
cash_and_equiv,792416.0,2864000.0,7113000.0,2227000.0
long_term_debt,859811.0,31017000.0,65997000.0,41359000.0
long_term_assets,230091362.0,13459000.0,7288000.0,6994000.0
revenue,0.0,17361000.0,12049000.0,2773000.0
eps_diluted,0.0,-7.16,-16.38,-0.28
depreication,0.0,3770000.0,7229000.0,527000.0
