,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,176527000.0,87758000.0,42008000.0,84732000.0,129780000.0,337790000.0,664324000.0,818150000.0,590258000.0,42312000.0
revenue,0.0,51954000.0,12525000.0,49856000.0,9963000.0,8451000.0,2672000.0,3192000.0,11490000.0,2216000.0
net_income,0.0,689000.0,-1746000.0,-4136000.0,-16674000.0,-25582000.0,-186942000.0,-65776000.0,-297386000.0,-311901000.0
eps_diluted,0.0,0.04,-0.11,-0.19,-1.99,-2.91,-9.54,-7.35,-8.19,-8.54
depreication,0.0,2512000.0,1819000.0,682000.0,437000.0,0.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,60820000.0,59631000.0,66002000.0,135139000.0,347031000.0,119202000.0,53994000.0,58960000.0
long_term_assets,0.0,0.0,1695000.0,1810000.0,2228000.0,2935000.0,13144000.0,10260000.0,138541000.0,116721000.0
