,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2277000.0,6143000.0,14211000.0,1444317000.0,931000.0,1095000.0,4317000.0,77852000.0,64902000.0,91018000.0
revenue,0.0,396814000.0,410838000.0,445150000.0,536302000.0,286931000.0,292798000.0,-6960000.0,415721000.0,821354000.0
net_income,0.0,9636000.0,43488000.0,57726000.0,189613000.0,81599000.0,94141000.0,-78519000.0,-13954000.0,51131000.0
eps_diluted,0.0,0.39,1.74,2.39,7.96,3.42,3.93,-3.27,-0.58,2.1
depreication,0.0,91709000.0,108758000.0,102482000.0,107388000.0,20807000.0,20077000.0,17540000.0,5574000.0,5042000.0
long_term_assets,0.0,0.0,1980307000.0,1940097000.0,2263024000.0,2320504000.0,2350442000.0,1105520000.0,1124693000.0,1096697000.0
