,2019,2020,2021,2022,2023
revenue,94811000.0,132507000.0,170358000.0,310021000.0,363142000.0
net_income,-56496000.0,-51365000.0,-50652000.0,-123124000.0,-459650000.0
depreication,9391000.0,8516000.0,8212000.0,42608000.0,46377000.0
eps_diluted,0.0,-9.13,-1.72,-1.93,-6.45
cash_and_equiv,0.0,33155000.0,433884000.0,365853000.0,321083000.0
long_term_assets,0.0,24313000.0,21529000.0,876392000.0,537120000.0
