,2019,2020,2021,2022
net_income,-216960.0,-14271000.0,-12141000.0,-32186000.0
eps_diluted,-0.04,-0.09,-0.06,-0.13
cash_and_equiv,315600.0,17139000.0,445146000.0,60554000.0
long_term_assets,23000.0,3018000.0,34134000.0,62042000.0
depreication,0.0,185000.0,1140000.0,3704000.0
revenue,0.0,0.0,-80000.0,3726000.0
