,2018,2019,2020,2021,2022
cash_and_equiv,10963000.0,8335000.0,71674000.0,36325000.0,26150000.0
revenue,0.0,368663000.0,504179000.0,692847000.0,688415000.0
net_income,0.0,561000.0,-4443894.0,-27139000.0,73774000.0
eps_diluted,0.0,0.01,0.49,-0.3,0.14
long_term_debt,0.0,0.0,731467000.0,750607000.0,763379000.0
long_term_assets,0.0,0.0,807350000.0,901339000.0,924679000.0
