,2016,2017,2018,2019,2020,2021,2022
revenue,730313000.0,977139000.0,1226505000.0,1577558000.0,1711733000.0,2101258000.0,2072812000.0
net_income,33181000.0,-594000.0,44900000.0,36881000.0,-67117000.0,-8876000.0,-207121000.0
eps_diluted,0.34,-0.02,0.34,0.36,-0.66,-0.08,-1.9
depreication,3544000.0,7700000.0,10500000.0,16100000.0,22600000.0,27600000.0,35000000.0
cash_and_equiv,0.0,110608000.0,297516000.0,170932000.0,143455000.0,129785000.0,130935000.0
long_term_assets,0.0,59443000.0,64579000.0,133662000.0,303119000.0,297345000.0,287283000.0
