,2017,2018,2019,2020,2021,2022,2023
revenue,113008000.0,171106000.0,234989000.0,276057000.0,305420000.0,346738000.0,396087000.0
net_income,-39098000.0,-39377000.0,-72741000.0,-83394000.0,-73174000.0,-99425000.0,-197970000.0
cash_and_equiv,72645000.0,48208000.0,67940000.0,54275000.0,94110000.0,113507000.0,203239000.0
depreication,4551000.0,6550000.0,8228000.0,11866000.0,15308000.0,16760000.0,18738000.0
long_term_assets,0.0,48092000.0,68293000.0,135443000.0,127767000.0,112917000.0,150046000.0
eps_diluted,0.0,0.0,0.0,-0.75,-0.62,-0.8,-1.51
