,2018,2019,2020,2021,2022
revenue,18914000000.0,4501000000.0,4594000000,20613000000.0,20421000000.0
eps_diluted,3.16,0.5,1,1.87,4.1
cash_and_equiv,1129000000.0,952000000.0,3115000000,2987000000.0,3520000000.0
depreication,357000000.0,335000000.0,336000000,338000000.0,380000000.0
long_term_debt,0.0,4788000000.0,15337000000,6627000000.0,6032000000.0
long_term_assets,0.0,16447000000.0,16569000000,14765000000.0,16207000000.0
