,2017,2018,2019,2020,2021,2022
revenue,421053000.0,111422000.0,130419000.0,118096000.0,547665000.0,2255705000.0
net_income,62247000.0,22130000.0,13355000.0,20223000.0,-115289000.0,-425546000.0
eps_diluted,1.56,0.57,0.4,0.61,-1.87,-7.32
cash_and_equiv,85814000.0,77580000.0,182581000.0,123445000.0,206193000.0,212515000.0
depreication,22204000.0,22332000.0,32392000.0,37842000.0,144786000.0,300559000.0
long_term_debt,0.0,469761000.0,773385000.0,1243049000.0,4016359000.0,4244357000.0
long_term_assets,0.0,659890000.0,776856000.0,1640900000.0,5986030000.0,5777400000.0
