,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,74665000.0,16162000.0,3331000.0,5960000.0,4409000.0,41568000.0,10124000.0,10644000.0,16781000.0,45728000.0,-14330000.0
eps_diluted,7.13,1.54,0.31,0.55,0.4,3.7,0.89,0.91,1.42,3.86,-0.68
long_term_debt,0.0,208186000.0,327805000.0,324133000.0,271428000.0,259389000.0,298623000.0,314620000.0,467411000.0,463648000.0,2045943000.0
long_term_assets,0.0,234102000.0,232425000.0,222889000.0,221168000.0,223605000.0,258916000.0,315773000.0,435423000.0,466119000.0,2301171000.0
revenue,0.0,0.0,0.0,0.0,1190519000.0,1114788000.0,329561000.0,365271000.0,1395529000.0,1783665000.0,2890860000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35318000.0,66949000.0,38513000.0,116067000.0
