,2020,2021,2022
revenue,53784000.0,67479000.0,85155000.0
net_income,-6623000.0,-21704000.0,-51398000.0
eps_diluted,-0.36,-1.07,-1.62
cash_and_equiv,6076000.0,104843000.0,6690000.0
long_term_assets,45237000.0,52499000.0,78059000.0
depreication,12951000.0,16322000.0,20151000.0
