,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,449961000.0,190651000.0,237138000.0,286518000.0,212003000.0,560485000.0,77347000.0
net_income,0.0,-188723000.0,-73882000.0,-29075000.0,-310426000.0,41100000.0,-212158000.0
eps_diluted,0.0,-1.27,-0.19,-0.07,-0.8,0.11,-0.54
long_term_assets,0.0,449134000.0,659810000.0,1408315000.0,1609672000.0,706201000.0,656398000.0
depreication,0.0,55932000.0,67138000.0,70783000.0,78928000.0,30030000.0,27389000.0
revenue,0.0,0.0,4066756000.0,5052700000.0,4596938000.0,1792963000.0,1122785000.0
