,2020,2021,2022
revenue,16077000.0,23232000.0,17133000.0
net_income,-37078000.0,-73524000.0,-60806000.0
eps_diluted,-126.11,-3.94,-1.43
cash_and_equiv,30079000.0,178387000.0,27064000.0
long_term_assets,7847000.0,23045000.0,52074000.0
depreication,1509000.0,1529000.0,2837000.0
