,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,13778000.0,16880000.0,31890000.0,262507000.0,129253000.0,132179000.0,217606000.0,320183000.0,550971000.0,476733000.0,730504000.0,1138040000.0,886465000.0
revenue,0.0,35796000.0,54979000.0,83825000.0,106921000.0,142779000.0,550542000.0,690559000.0,280921000.0,377519000.0,396761000.0,1850777000.0,2155060000.0
net_income,0.0,5749000.0,6525000.0,10258000.0,10482000.0,21630000.0,34925000.0,64085000.0,82245000.0,96959000.0,102918000.0,427390000.0,487706000.0
eps_diluted,0.0,0.02,0.05,0.07,0.07,0.15,0.23,0.41,0.52,0.6,0.64,2.63,3.0
depreication,0.0,407000.0,789000.0,2410000.0,3929000.0,8464000.0,13825000.0,14277000.0,14071000.0,19859000.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,2930000.0,16576000.0,43053000.0,204835000.0,205511000.0,217912000.0,220352000.0,740653000.0,735241000.0,709282000.0,834983000.0
