,2016,2017,2018,2019,2020,2021,2022,2023
net_income,-7883000.0,-2928000.0,-31010000.0,-219148000.0,-271073000.0,47204000.0,-476801000.0,-1452656000.0
depreication,591000.0,902000.0,1598000.0,11607000.0,13722000.0,35221000.0,115191000.0,0.0
cash_and_equiv,0.0,2323000.0,487255000.0,96791000.0,189702000.0,488466000.0,415909000.0,206632000.0
long_term_debt,0.0,59653000.0,25937000.0,92427000.0,275310000.0,605349000.0,466044000.0,432979000.0
long_term_assets,0.0,41545000.0,102365000.0,637303000.0,598929000.0,5141753000.0,4646191000.0,3534230000.0
revenue,0.0,0.0,0.0,179303000.0,405326000.0,513085000.0,628372000.0,627124000.0
eps_diluted,0.0,0.0,0.0,-0.03,-0.37,0.18,-0.99,-2.35
