,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,14855000.0,25707000.0,15205000.0,22118000.0,31104000.0,46181000.0,120232000.0,367413000.0,539739000.0,200968000.0
revenue,0.0,51677000.0,24474000.0,128034000.0,50017000.0,62316000.0,80258000.0,95710000.0,115326000.0,522938000.0
net_income,0.0,-16752000.0,-7207000.0,-15664000.0,-4166000.0,-8143000.0,-9186000.0,-16985000.0,-37010000.0,-29391000.0
depreication,0.0,13455000.0,14739000.0,17424000.0,19971000.0,22336000.0,21274000.0,20892000.0,27128000.0,42816000.0
eps_diluted,0.0,0.0,-0.61,-0.33,-0.08,-0.15,-0.16,-0.3,-0.63,-0.49
long_term_assets,0.0,0.0,238263000.0,256614000.0,272359000.0,271960000.0,291146000.0,439390000.0,469890000.0,694089000.0
