,2020,2021,2022
revenue,123284000.0,192197000.0,212765000.0
net_income,-75234000.0,-95325000.0,-137916000.0
eps_diluted,-0.83,-0.65,-0.36
cash_and_equiv,83642000.0,521812000.0,55236000.0
long_term_assets,52392000.0,78343000.0,74304000.0
depreication,3058000.0,4172000.0,5656000.0
