,2019,2020,2021,2022
revenue,4166799000.0,4345939000.0,6454402000.0,9228853000.0
net_income,55060000.0,52488000.0,-7219000.0,86496000.0
eps_diluted,0.99,0.94,-0.1,0.91
depreication,34409000.0,36182000.0,72955000.0,130997000.0
cash_and_equiv,0.0,160503000.0,250561000.0,228840000.0
long_term_debt,0.0,1036737000.0,2730139000.0,2681882000.0
long_term_assets,0.0,1155407000.0,3026633000.0,2986364000.0
