,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,8273.0,22348.0,39188.0,38420.0,11188.0,2505.0,6156.0,2558.0,7560.0,413.0,27698.0,75983,401001
revenue,0.0,296366.0,542941.0,542675.0,427286.0,207424.0,346518.0,544782.0,346942.0,782232.0,1164191.0,1752024,1651297
net_income,0.0,-1087016.0,-1204036.0,-1249212.0,-2864429.0,-299899.0,-2053767.0,-574317.0,-859183.0,-532809.0,-176598.0,165269,361098
long_term_assets,0.0,25270.0,12201.0,2342.0,0.0,0.0,641656.0,248988.0,206296.0,92776.0,19534.0,21847,56192
depreication,0.0,0.0,13069.0,9858.0,0.0,0.0,0.0,139668.0,334932.0,113520.0,73242.0,11480,2129
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
