,2021,2022,2023
revenue,1195617000.0,1457592000.0,1902137000.0
net_income,0.0,0.0,1143000.0
depreication,16809000.0,11146000.0,4626000.0
cash_and_equiv,0.0,29070000.0,130008000.0
long_term_assets,0.0,303227000.0,547415000.0
eps_diluted,0.0,0.0,0.02
