,2009,2010,2011,2021,2022
cash_and_equiv,20019.0,204336.0,88874.0,1412108.0,6742876.0
revenue,0.0,1295571.0,8237622.0,38852580.0,40601859.0
net_income,0.0,1866766.0,-254277.0,217993.0,-5903898.0
long_term_debt,0.0,803442.0,610471.0,6385938.0,12141339.0
long_term_assets,0.0,236121.0,511408.0,4685731.0,4635940.0
eps_diluted,0.0,0.0,0.0,0.07,-2.21
depreication,0.0,0.0,0.0,165308.0,141737.0
