,2018,2019,2020,2021,2022
revenue,287104000.0,315134000.0,337746000.0,393531000.0,336818000.0
net_income,-134830000.0,-56713000.0,-65983000.0,34373000.0,93368000.0
cash_and_equiv,181632000.0,201417000.0,116584000.0,98345000.0,109268000.0
long_term_assets,168162000.0,276438000.0,261555000.0,230053000.0,189491000.0
depreication,3749000.0,5347000.0,6171000.0,5950000.0,6769000.0
eps_diluted,0.0,0.0,0.0,0.0,13.65
