,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,8301000.0,8256000.0,13220000.0,13220000.0,28500000.0,23200000.0,18200000.0,18700000.0,22200000.0,22800000.0,39900000.0,24100000.0,13900000.0,15700000.0,12400000.0
net_income,0.0,14092000.0,16840000.0,17900000.0,0.0,0.0,0.0,0.0,23100000.0,7800000.0,9100000.0,8800000.0,0.0,0.0,0.0
eps_diluted,0.0,0.9,0.96,0.22,-0.3,0.23,0.41,0.11,0.43,0.35,0.4,0.41,-8.21,1.48,2.15
depreication,0.0,5828000.0,6074000.0,1725000.0,8255000.0,7489000.0,7800000.0,9700000.0,6900000.0,4700000.0,5200000.0,7600000.0,29300000.0,25100000.0,29700000.0
long_term_debt,0.0,0.0,84639000.0,86805000.0,570645000.0,242475000.0,224800000.0,207600000.0,228900000.0,220000000.0,246900000.0,369800000.0,317600000.0,332800000.0,343600000.0
long_term_assets,0.0,0.0,191534000.0,178166000.0,722247000.0,693129000.0,666900000.0,646400000.0,622000000.0,602300000.0,864500000.0,1268500000.0,985800000.0,928700000.0,924600000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568400000.0,392400000.0,377300000.0,421500000.0,1086900000.0,1177200000.0,1553500000.0
