,2020,2021,2022
revenue,7717000.0,34473000.0,75014000.0
net_income,-53019000.0,-59853000.0,-87154000.0
eps_diluted,-14.47,-3.63,-1.96
cash_and_equiv,100130000.0,304320000.0,221859000.0
long_term_debt,58933000.0,66246000.0,86503000.0
long_term_assets,15715000.0,10851000.0,36703000.0
depreication,2860000.0,3324000.0,2841000.0
