,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,10282000.0,40041000.0,40041000,2774000,17237000,79268000,169039000,85801000,7322000
revenue,0.0,535577000.0,86734000,692491000,362318000,276088000,133339000,764620000,1387420000
depreication,0.0,3104000.0,2087000,1804000,3176000,3860000,2872000,2430000,2209000
net_income,0.0,0.0,-1043000,-9652000,-13501000,-9930000,-17983000,-42225000,48278000
long_term_debt,0.0,0.0,46384000,260193000,224719000,151881000,88758000,162040000,247290000
long_term_assets,0.0,0.0,280411000,909852000,928453000,932019000,523854000,555406000,704917000
