,2020,2021,2022
revenue,28490000.0,43375000.0,80268000.0
net_income,-8871171.0,-38090000.0,-89411000.0
eps_diluted,-1.85,-0.61,-0.64
cash_and_equiv,15571000.0,109256000.0,47196000.0
long_term_assets,22148000.0,158620000.0,159736000.0
depreication,5546000.0,8509000.0,18341000.0
