,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-2015000.0,-7341000.0,-13079000.0,-15874000.0,-23080000.0,-32685000.0,-37198000.0,-42252000.0,-57115000.0,-48894000.0,-56374000.0,24544000.0,-49287000.0,-11877000.0,-11455000.0,6531000.0,8443000.0,-9229000.0,7157000.0,-40484000.0,-106289000.0,-121692000.0,-127290000.0,-215314000.0,-388955000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41819000.0,25561000.0,17514000.0,18833000.0,14907000.0,20158000.0,20215000.0,65076000.0,66874000.0,125206000.0,42256000.0,36433000.0,82985000.0,112666000.0,65582000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81538000.0,2577000.0,4000000.0,7559000.0,30648000.0,46940000.0,28658000.0,106407000.0,13368000.0,31501000.0,26868000.0,55828000.0,70428000.0,94588000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,-0.77,-0.72,0.0,0.0,-0.41,-0.97,0.16,-2.59,0.0,0.0,-1.97,-2.8,-4.33
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021000.0,1900000.0,1297000.0,591000.0,433000.0,490000.0,589000.0,741000.0,1920000.0,1239000.0,1293000.0,1831000.0,2276000.0,5814000.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324000.0,4592000.0,7105000.0,26704000.0,23855000.0,46288000.0,63139000.0,64221000.0,64607000.0,71075000.0,77408000.0,119227000.0,734180000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4494000.0,1633000.0,1124000.0,3850000.0,1837000.0,2130000.0,11509000.0,20515000.0,3504000.0,56062000.0,59582000.0,305647000.0,219589000.0
