,2018,2019,2020,2021,2022
revenue,406133000.0,280067000.0,515919000.0,89705000.0,103290000.0
net_income,-289000.0,-62530000.0,146762000.0,-14559000.0,73730000.0
eps_diluted,-0.01,-1.27,1.75,-0.13,0.65
depreication,115126000.0,106667000.0,174744000.0,227202000.0,0.0
cash_and_equiv,0.0,74551000.0,170188000.0,80428000.0,114555000.0
long_term_debt,0.0,382798000.0,1064021000.0,955234000.0,896105000.0
long_term_assets,0.0,766730000.0,2154872000.0,1950548000.0,951813000.0
