,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,2278638.0,947177.0,1152607.0,1445728.0,1114873.0,7835791.0,18790370.0,1481498.0,1019437.0,859213.0,83667.0,1805417.0,0.0
revenue,0.0,79548609.0,55579262.0,57199221.0,72112662.0,75958676.0,29010950.0,17364332.0,13522056.0,208175.0,29655.0,51925.0,237756.0
eps_diluted,0.0,4.36,2.3,1.58,2.55,1.15,-3.24,0.0,0.0,0.0,-0.14,-0.06,0.0
long_term_debt,0.0,11651042.0,10443579.0,11809870.0,12863869.0,10492942.0,14541627.0,5053219.0,9386537.0,16505782.0,13664704.0,16647717.0,17087672.0
long_term_assets,0.0,58510152.0,67862615.0,70862887.0,80354611.0,73723557.0,55136035.0,43773129.0,47629274.0,25128267.0,1728482.0,644103.0,427329.0
net_income,0.0,0.0,0.0,0.0,0.0,4266417.0,-12770222.0,-11679154.0,-12906769.0,-41995191.0,-27087097.0,-6719447.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100944.0,457687.0,299874.0,337683.0,233710.0
