,1990,1991,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10000.0,0.0,0.0,300.0,19486.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30504.0
net_income,0.0,0.0,0.0,-11845.0,-16977.0,-18249.0,-24945.0,-15000.0,-332000.0,-44000.0,-21000.0,-253805.0,-1331947.0,-125039.0,-2363582.0,-4662924.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460176.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,-0.08,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149919.0
