,2020,2021,2022
revenue,7735185.0,15026991,10814656
net_income,42011.0,1978553,-2139320
depreication,85737.0,143562,169808
cash_and_equiv,0.0,1192780,20347501
long_term_debt,0.0,13603802,15596730
long_term_assets,0.0,1107277,1322898
