,2020,2021,2022
revenue,68444000.0,114342000.0,135190000.0
net_income,-22873000.0,-24344000.0,-70765000.0
eps_diluted,-1.74,-0.73,-1.2
cash_and_equiv,58569000.0,255477000.0,203244000.0
long_term_assets,6262000.0,6550000.0,24782000.0
depreication,1624000.0,1674000.0,2974000.0
