,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,130551000.0,253303000.0,308791000.0,529650000.0,469416000.0,477696000.0,477239000.0,2489768000.0,213734000.0,2269756000.0,1137303000.0,555320000.0,613110000.0,0.0,0.0,0.0
net_income,0.0,194202000.0,178368000.0,84972000.0,45548000.0,37726000.0,155933000.0,-18508000.0,174252000.0,602090000.0,-218366000.0,129596000.0,90391000.0,375764000.0,123672000.0,2689816000.0
eps_diluted,0.0,2.09,1.94,0.92,0.51,0.42,1.91,-0.24,1.55,5.3,0.49,6.34,5.02,3.52,1.06,22.84
depreication,0.0,111685000.0,100513000.0,95578000.0,96753000.0,99020000.0,107370000.0,103572000.0,260076000.0,226169000.0,196928000.0,200698000.0,213484000.0,231984000.0,254000000.0,300841000.0
long_term_debt,0.0,0.0,1129667000.0,1225087000.0,1164851000.0,1084297000.0,1515227000.0,4074017000.0,5433842000.0,3509365000.0,3038297000.0,2888383000.0,4459253000.0,5373907000.0,4268574000.0,5958115000.0
long_term_assets,0.0,0.0,1739470000.0,1719883000.0,1848204000.0,2029978000.0,2101882000.0,1853587000.0,7766952000.0,4854589000.0,5273209000.0,5583253000.0,7635754000.0,8244762000.0,8980437000.0,10269605000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677203000.0,857789000.0,921699000.0,992564000.0,3128909000.0,3327957000.0,7320104000.0
