,2018,2019,2020,2021,2022
net_income,5248532.0,5446487.0,3356299.0,2557045.0,1948054.0
eps_diluted,0.52,0.54,0.34,0.21,0.15
depreication,34964.0,30617.0,30048.0,32349.0,32087.0
cash_and_equiv,0.0,1057992.0,796794.0,15350197.0,13195999.0
long_term_assets,0.0,20841343.0,21776217.0,23165190.0,20234672.0
revenue,0.0,0.0,1370197.0,3239956.0,1663523.0
